Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Churn
20.0,0.0,43.0,3,6123.0,110.0,41.0,27.0,0
8.0,0.0,41.0,2,,34.0,15.0,17.0,0
16.0,1.0,42.0,0,3295.0,53.0,24.0,19.0,1
16.0,,43.0,0,2573.0,56.0,49.0,34.0,1
7.0,0.0,43.0,0,438.0,14.0,15.0,5.0,1
,0.0,43.0,2,1973.0,37.0,15.0,9.0,0
10.0,,40.0,3,,109.0,29.0,,0
7.0,0.0,43.0,0,933.0,19.0,24.0,7.0,1
,0.0,,3,643.0,,19.0,,0
32.0,0.0,38.0,5,,,15.0,83.0,0
13.0,0.0,41.0,5,7270.0,,286.0,36.0,0
9.0,0.0,43.0,2,4023.0,94.0,17.0,31.0,0
10.0,0.0,,0,1970.0,56.0,53.0,23.0,0
,0.0,43.0,2,3085.0,65.0,190.0,26.0,0
11.0,,34.0,3,1620.0,48.0,208.0,14.0,0
11.0,0.0,33.0,2,1873.0,51.0,45.0,71.0,0
18.0,0.0,34.0,0,1005.0,37.0,25.0,10.0,0
7.0,0.0,33.0,0,,22.0,36.0,6.0,0
17.0,0.0,32.0,2,1530.0,44.0,34.0,16.0,0
9.0,0.0,32.0,2,3530.0,73.0,23.0,26.0,0
,0.0,25.0,2,2000.0,38.0,43.0,17.0,0
23.0,0.0,24.0,3,6697.0,,100.0,45.0,0
19.0,0.0,22.0,2,9237.0,,,43.0,0
15.0,0.0,23.0,5,3157.0,,46.0,22.0,0
9.0,0.0,16.0,3,4695.0,52.0,,13.0,0
10.0,,16.0,3,1792.0,31.0,,10.0,1
19.0,0.0,41.0,2,5385.0,,37.0,19.0,0
11.0,,42.0,0,1333.0,22.0,22.0,,0
21.0,0.0,40.0,2,3468.0,77.0,374.0,26.0,0
21.0,0.0,41.0,2,5213.0,,16.0,37.0,0
14.0,0.0,41.0,2,3408.0,75.0,17.0,35.0,0
22.0,,41.0,3,4790.0,99.0,,,0
15.0,0.0,41.0,2,3375.0,56.0,300.0,20.0,0
,,,4,10130.0,138.0,159.0,45.0,0
,0.0,41.0,2,,186.0,15.0,46.0,0
18.0,0.0,,3,5530.0,100.0,17.0,27.0,0
17.0,0.0,41.0,2,6933.0,112.0,22.0,14.0,0
20.0,0.0,41.0,0,,71.0,,19.0,0
36.0,0.0,41.0,5,16155.0,242.0,69.0,,0
15.0,0.0,41.0,3,,44.0,498.0,10.0,0
20.0,0.0,40.0,2,16500.0,199.0,165.0,,0
14.0,0.0,40.0,3,7515.0,103.0,201.0,,0
11.0,,40.0,0,1890.0,31.0,15.0,13.0,0
13.0,,41.0,0,1725.0,31.0,28.0,10.0,0
11.0,0.0,40.0,0,1015.0,17.0,15.0,2.0,1
14.0,0.0,40.0,2,8523.0,,,45.0,0
,,40.0,3,12480.0,171.0,26.0,49.0,0
19.0,0.0,40.0,3,7733.0,92.0,123.0,39.0,0
34.0,1.0,36.0,0,1970.0,64.0,31.0,,1
32.0,0.0,39.0,10,11450.0,110.0,16.0,,0
24.0,0.0,39.0,3,,115.0,41.0,26.0,0
12.0,0.0,,2,3855.0,,15.0,16.0,0
20.0,1.0,38.0,0,4005.0,58.0,,,1
,1.0,,0,3283.0,61.0,49.0,33.0,1
,,39.0,0,,19.0,15.0,4.0,1
12.0,0.0,,2,2683.0,42.0,15.0,8.0,0
14.0,0.0,36.0,3,7800.0,114.0,29.0,24.0,0
11.0,0.0,39.0,0,,24.0,24.0,6.0,1
11.0,0.0,39.0,3,1353.0,21.0,19.0,4.0,0
,,,5,17090.0,255.0,15.0,82.0,0
17.0,0.0,37.0,5,7980.0,133.0,286.0,35.0,0
13.0,,,2,4733.0,99.0,17.0,,0
,0.0,38.0,0,2680.0,,53.0,,0
17.0,0.0,39.0,2,,70.0,190.0,,0
15.0,0.0,30.0,3,,,,13.0,0
15.0,0.0,29.0,2,2583.0,56.0,45.0,,0
,1.0,30.0,0,1715.0,42.0,25.0,9.0,1
11.0,0.0,,0,1840.0,27.0,36.0,5.0,0
21.0,,28.0,2,2240.0,49.0,34.0,15.0,0
13.0,0.0,28.0,2,4240.0,78.0,23.0,25.0,0
13.0,0.0,21.0,2,2710.0,43.0,43.0,16.0,0
27.0,0.0,20.0,3,7407.0,158.0,100.0,44.0,0
23.0,0.0,18.0,2,9947.0,188.0,88.0,42.0,0
19.0,0.0,19.0,5,3867.0,62.0,46.0,21.0,0
13.0,0.0,,3,5405.0,,,12.0,0
14.0,1.0,12.0,3,2502.0,36.0,,9.0,1
7.0,0.0,39.0,0,,,,19.0,0
0.0,0.0,,0,,0.0,0.0,0.0,0
9.0,0.0,38.0,0,,55.0,341.0,26.0,0
9.0,0.0,39.0,0,3793.0,61.0,0.0,37.0,0
,0.0,39.0,0,1988.0,53.0,0.0,35.0,0
10.0,0.0,39.0,1,3370.0,,14.0,30.0,0
3.0,0.0,,0,1955.0,34.0,267.0,,0
12.0,,38.0,2,8710.0,116.0,126.0,,0
6.0,0.0,39.0,0,,164.0,0.0,46.0,0
6.0,0.0,,1,4110.0,78.0,0.0,27.0,0
5.0,0.0,39.0,0,5513.0,,0.0,14.0,0
,,39.0,0,1833.0,49.0,0.0,19.0,0
24.0,0.0,39.0,3,14735.0,220.0,36.0,34.0,0
3.0,0.0,39.0,1,2690.0,22.0,465.0,10.0,0
,,,0,,177.0,132.0,32.0,0
2.0,0.0,38.0,1,6095.0,81.0,168.0,28.0,0
,0.0,38.0,0,470.0,9.0,,,0
,,39.0,0,305.0,9.0,0.0,,0
,0.0,38.0,0,0.0,,0.0,,1
2.0,0.0,38.0,0,7103.0,122.0,,45.0,0
6.0,0.0,38.0,1,11060.0,,0.0,49.0,0
7.0,0.0,,1,6313.0,,,39.0,0
22.0,0.0,34.0,0,550.0,42.0,0.0,19.0,1
20.0,0.0,37.0,8,,88.0,0.0,44.0,0
12.0,0.0,37.0,1,5413.0,93.0,8.0,26.0,1
0.0,0.0,35.0,0,2435.0,17.0,0.0,,0
8.0,1.0,,0,2585.0,36.0,0.0,18.0,1
8.0,0.0,37.0,0,1863.0,39.0,16.0,33.0,1
0.0,0.0,37.0,0,0.0,0.0,0.0,0.0,1
0.0,0.0,37.0,0,1263.0,20.0,,8.0,0
,0.0,34.0,1,,,0.0,24.0,0
0.0,,37.0,0,223.0,2.0,0.0,6.0,1
0.0,0.0,37.0,1,0.0,0.0,0.0,0.0,0
24.0,1.0,32.0,3,15670.0,233.0,,82.0,0
5.0,0.0,35.0,3,6560.0,111.0,253.0,35.0,0
,0.0,,0,,77.0,,30.0,0
,0.0,,0,,39.0,,,0
5.0,0.0,37.0,0,2375.0,48.0,,25.0,0
3.0,,28.0,1,910.0,31.0,175.0,13.0,0
3.0,0.0,27.0,0,1163.0,34.0,12.0,70.0,0
10.0,0.0,28.0,0,295.0,20.0,0.0,9.0,0
0.0,0.0,27.0,0,420.0,,3.0,5.0,0
9.0,,,0,820.0,,1.0,15.0,0
1.0,0.0,26.0,0,2820.0,,0.0,,0
,0.0,19.0,0,1290.0,21.0,,16.0,0
15.0,0.0,18.0,1,5987.0,136.0,,44.0,0
,0.0,16.0,0,8527.0,166.0,,42.0,0
7.0,0.0,17.0,3,2447.0,,13.0,,0
,0.0,10.0,1,,35.0,197.0,12.0,0
2.0,1.0,10.0,1,1082.0,14.0,0.0,9.0,1
13.0,0.0,40.0,1,4675.0,77.0,12.0,19.0,0
5.0,,41.0,0,623.0,11.0,14.0,6.0,0
15.0,0.0,39.0,1,2758.0,66.0,366.0,26.0,0
15.0,0.0,,1,4503.0,72.0,8.0,37.0,0
8.0,0.0,40.0,1,2698.0,64.0,,35.0,0
16.0,0.0,40.0,2,4080.0,88.0,39.0,30.0,0
9.0,0.0,40.0,1,2665.0,45.0,292.0,,0
,0.0,39.0,3,,127.0,151.0,45.0,0
12.0,0.0,40.0,1,,175.0,7.0,,0
,0.0,40.0,2,4820.0,89.0,9.0,,0
11.0,,,1,6223.0,101.0,14.0,14.0,0
14.0,,40.0,0,2543.0,60.0,15.0,19.0,0
30.0,0.0,40.0,4,15445.0,231.0,,34.0,0
9.0,0.0,40.0,2,3400.0,,490.0,,0
14.0,,39.0,1,15790.0,188.0,157.0,32.0,0
8.0,0.0,39.0,2,6805.0,,193.0,28.0,0
5.0,0.0,39.0,0,1180.0,20.0,7.0,13.0,0
,0.0,40.0,0,1015.0,,20.0,10.0,0
,0.0,39.0,0,305.0,6.0,,2.0,1
8.0,0.0,39.0,1,,,391.0,45.0,0
,0.0,39.0,2,11770.0,160.0,18.0,49.0,0
,,39.0,2,7023.0,81.0,115.0,39.0,0
28.0,1.0,35.0,0,,,23.0,19.0,1
,0.0,38.0,9,10740.0,99.0,8.0,44.0,0
18.0,0.0,38.0,2,,104.0,33.0,,0
6.0,0.0,36.0,1,3145.0,28.0,7.0,16.0,0
14.0,1.0,37.0,0,3295.0,47.0,16.0,18.0,1
14.0,0.0,38.0,0,2573.0,50.0,41.0,,1
5.0,0.0,,0,438.0,8.0,,,1
6.0,,38.0,1,1973.0,31.0,7.0,8.0,0
8.0,,35.0,2,7090.0,103.0,21.0,24.0,0
5.0,,38.0,0,933.0,13.0,,6.0,1
5.0,0.0,38.0,2,643.0,10.0,11.0,4.0,0
30.0,0.0,33.0,4,16380.0,,7.0,82.0,0
11.0,0.0,,4,7270.0,122.0,278.0,35.0,0
7.0,0.0,38.0,1,4023.0,88.0,9.0,30.0,0
,0.0,37.0,0,,50.0,45.0,22.0,0
11.0,0.0,,1,,59.0,,25.0,0
9.0,0.0,29.0,2,,42.0,200.0,13.0,0
,0.0,28.0,1,1873.0,45.0,,70.0,0
16.0,,,0,,31.0,17.0,,0
5.0,0.0,28.0,0,1130.0,16.0,,5.0,0
15.0,0.0,27.0,1,1530.0,38.0,26.0,15.0,0
7.0,0.0,27.0,1,3530.0,67.0,15.0,25.0,0
7.0,0.0,20.0,1,,,35.0,16.0,0
21.0,0.0,19.0,2,,147.0,92.0,44.0,0
17.0,0.0,17.0,1,9237.0,177.0,80.0,42.0,0
13.0,0.0,18.0,4,,51.0,38.0,21.0,0
7.0,0.0,11.0,2,,46.0,,12.0,0
8.0,,,2,1792.0,25.0,7.0,9.0,1
,0.0,40.0,1,4675.0,77.0,12.0,19.0,0
5.0,0.0,,0,623.0,11.0,14.0,6.0,0
15.0,0.0,39.0,1,2758.0,66.0,366.0,26.0,0
,0.0,,1,,72.0,8.0,37.0,0
8.0,,40.0,1,,64.0,9.0,35.0,0
16.0,0.0,40.0,2,4080.0,88.0,39.0,30.0,0
9.0,0.0,40.0,1,2665.0,45.0,,20.0,0
18.0,,39.0,3,9420.0,127.0,151.0,45.0,0
12.0,0.0,40.0,1,14078.0,175.0,7.0,46.0,0
12.0,0.0,40.0,2,,89.0,,27.0,0
11.0,0.0,40.0,1,6223.0,101.0,14.0,14.0,0
14.0,0.0,40.0,0,2543.0,60.0,15.0,19.0,0
30.0,0.0,40.0,4,,231.0,61.0,,0
9.0,0.0,40.0,2,3400.0,33.0,490.0,10.0,0
14.0,0.0,39.0,1,,188.0,157.0,32.0,0
8.0,0.0,39.0,2,6805.0,92.0,193.0,,0
5.0,0.0,39.0,0,1180.0,20.0,7.0,13.0,0
7.0,0.0,40.0,0,1015.0,20.0,20.0,10.0,0
5.0,0.0,39.0,0,305.0,,7.0,2.0,1
8.0,0.0,39.0,1,7813.0,,391.0,,0
12.0,0.0,39.0,2,11770.0,160.0,18.0,49.0,0
13.0,0.0,39.0,2,,81.0,115.0,,0
,1.0,35.0,0,1260.0,,23.0,19.0,1
26.0,0.0,38.0,9,,99.0,8.0,,0
,0.0,38.0,2,6123.0,104.0,33.0,26.0,0
6.0,0.0,,1,3145.0,28.0,7.0,16.0,0
14.0,,,0,3295.0,,16.0,18.0,1
,,,0,2573.0,50.0,41.0,33.0,1
5.0,0.0,38.0,0,438.0,8.0,7.0,4.0,1
6.0,0.0,38.0,1,1973.0,,7.0,8.0,0
8.0,0.0,35.0,2,7090.0,103.0,21.0,24.0,0
5.0,1.0,38.0,0,933.0,13.0,16.0,,1
5.0,0.0,38.0,2,643.0,10.0,11.0,4.0,0
30.0,0.0,33.0,4,16380.0,244.0,,82.0,0
11.0,0.0,36.0,4,7270.0,122.0,278.0,35.0,0
7.0,0.0,38.0,1,4023.0,88.0,,30.0,0
,0.0,37.0,0,1970.0,50.0,45.0,22.0,0
,0.0,38.0,1,3085.0,59.0,182.0,25.0,0
9.0,0.0,29.0,2,1620.0,42.0,200.0,13.0,0
9.0,0.0,28.0,1,1873.0,,37.0,70.0,0
16.0,0.0,29.0,0,1005.0,,17.0,9.0,0
5.0,0.0,28.0,0,1130.0,16.0,,5.0,0
15.0,0.0,27.0,1,1530.0,38.0,26.0,15.0,0
7.0,0.0,,1,,67.0,,25.0,0
7.0,0.0,20.0,1,,32.0,35.0,,0
21.0,,19.0,2,6697.0,,,44.0,0
,,17.0,1,9237.0,,80.0,42.0,0
13.0,,18.0,4,3157.0,51.0,38.0,21.0,0
7.0,0.0,11.0,2,4695.0,,222.0,12.0,0
8.0,,11.0,2,1792.0,25.0,7.0,9.0,1
